"navn","addresse","Org_nr","Sektor","godkjenning","lat","lng","postal_town","administrative_area_level_2","administrative_area_level_1","political","DVH_regioner_2019","Kommunenavn_2020"
"Søreide Sigmund","Støle 22 , 5685 UGGDAL","Org. nr. 975 542 505","Økologisk landbruksproduksjon","Gyldig fra 29.06.2020 til 30.12.2021",59.9866743,5.4976989,"Uggdal","Tysnes","Vestland","none","Vest Norge DVH","TYSNES"
"Sørensen Jon Andre","Langnesveien. 131 , 1815 ASKIM","Org. nr. 992 907 290","Økologisk landbruksproduksjon","Gyldig fra 09.09.2020 til 30.12.2021",59.5960089,11.1328355,"Askim","Indre Østfold","Viken","none","VIKEN","ASKIM"
"Sørensen Karl Erik","Nordgrandveien 49 Vamman gård , 7130 BREKSTAD","Org. nr. 969 159 090","Økologisk landbruksproduksjon","Gyldig fra 26.08.2020 til 30.12.2021",63.6848588,9.6005165,"Brekstad","Ørland","Trøndelag","none","Midt Norge DVH","ØRLAND"
"Sørgarden v/ Lene Stangnes","Stangnesvegen 30 , 2232 TOBØL","Org. nr. 981 533 739","Økologisk landbruksproduksjon","Gyldig fra 29.04.2020 til 30.12.2021",59.9609931,12.0508076,"Tobøl","Eidskog","Innlandet","none","Vestre Østland DVH","EIDSKOG"
"Sørheim Ingeborg","Åshøgdvegen 606 , 2360 RUDSHØGDA","Org. nr. 976 310 098","Økologisk landbruksproduksjon","Gyldig fra 07.07.2020 til 30.12.2021",60.9013407,10.7358401,"Rudshøgda","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Sørheim Produksjon","Haugebergvegen 7 , 4270 ÅKREHAMN","Org. nr. 923 527 591","Økologisk landbruksproduksjon","Gyldig fra 16.11.2020 til 30.12.2021",59.2543445,5.1885802,"Åkrehamn","Karmøy","Rogaland","none","Vest Norge DVH","KARMØY"
"Soria Import","Røahellinga 15 , 0755 OSLO","Org. nr. 967 492 892","Foredling, import og omsetning","Gyldig fra 24.09.2020 til 30.12.2021",59.9539116,10.6411224,"Oslo","Oslo","Oslo","Røa","Oslo DVH","OSLO"
"Sørlandschips AS","Mjåvannsvegen 226 , 4628 KRISTIANSAND S","Org. nr. 990 379 491","Foredling, import og omsetning","Gyldig fra 31.03.2020 til 30.12.2021",58.1357519,7.8702979,0,"Kristiansand","Agder","none","Vest Norge DVH","KRISTIANSAND"
"Sørlandskjøtt AS","Mjåvansvn. 61 , 4628 KRISTIANSAND S","Org. nr. 872 250 522","Foredling, import og omsetning","Gyldig fra 05.02.2020 til 30.12.2021",58.1410428,7.8762718,"Kristiansand","Kristiansand","Agder","none","Vest Norge DVH","KRISTIANSAND"
"Sørli Erik","Bøgata 100 , 1747 SKJEBERG","Org. nr. 970 427 716","Økologisk landbruksproduksjon","Gyldig fra 04.11.2020 til 30.12.2021",59.2229187,11.1644374,"Skjeberg","Sarpsborg","Viken","none","VIKEN","SARPSBORG"
"Sørli Runar","Rognemyrvn. 240 , 1746 SKJEBERG","Org. nr. 969 728 729","Økologisk landbruksproduksjon","Gyldig fra 04.11.2020 til 30.12.2021",59.2090549,11.2465462,"Skjeberg","Sarpsborg","Viken","none","VIKEN","SARPSBORG"
"Sørløkken Per Erik","Sørløkja , 7298 BUDALEN","Org. nr. 978 695 779","Økologisk landbruksproduksjon","Gyldig fra 26.08.2020 til 30.12.2021",62.88439,10.4816389,0,0,"none","none","#N/A","#N/A"
"Sortland v.g. skole avd Kleiva","PB 1105 , 8405 SORTLAND","Org. nr. 974 621 045","Økologisk landbruksproduksjon","Gyldig fra 31.03.2020 til 30.12.2021",68.6958845,15.4051116,0,0,"none","none","#N/A","#N/A"
"Sørum Ingunn Nordal og Jan R.","Rognstadvegen 340 , 2386 BRUMUNDDAL","Org. nr. 977 271 770","Økologisk landbruksproduksjon","Gyldig fra 02.07.2020 til 30.12.2021",60.9398401,10.9360794,"Brumunddal","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Sørumgården Frøydis Bryn-Elvik","Grosvoldvn. 525 , 3619 SKOLLENBORG","Org. nr. 912 741 311","Økologisk landbruksproduksjon","Gyldig fra 04.08.2020 til 30.12.2021",59.6599676,9.7447719,"Skollenborg","Øvre Eiker","Viken","none","VIKEN","ØVRE EIKER"
"Sørværet Villsau - Hilde Buer","Soknavågsvn 137 , 6986 VÆRLANDET","Org. nr. 970 467 734","Foredling, import og omsetning","Gyldig fra 05.11.2020 til 30.12.2021",61.2877353,4.7163738,0,0,"Vestland","none","Vest Norge DVH","#N/A"
"Sotra Fiskeindustri AS","Porsvika 57 A , 5381 GLESVÆR","Org. nr. 963 079 699","Økologisk akvakultur","Gyldig fra 22.11.2020 til 30.12.2021",60.2127427,5.0479946,"Glesvær","Øygarden","Vestland","none","Vest Norge DVH","ØYGARDEN"
"Søve videregående skole","Søvevegen 8 , 3830 ULEFOSS","Org. nr. 974 568 187","Økologisk landbruksproduksjon","Gyldig fra 24.10.2020 til 30.12.2021",59.2784419,9.2846405,"Ulefoss","Nome","Vestfold og Telemark","none","Vestre Østland DVH","NOME"
"Spangereid grønt v/Richard Skutle","Presthusveien 65 , 4521 LINDESNES","Org. nr. 992 829 354","Økologisk landbruksproduksjon","Gyldig fra 01.11.2020 til 30.12.2021",58.0516884,7.1313944,"Spangereid","Lindesnes","Agder","none","Vest Norge DVH","LINDESNES"
"Spikkerud Gård ved Guro Sveberg","Gåsbuvegen 689 , 2323 INGEBERG","Org. nr. 977 331 897","Økologisk landbruksproduksjon","Gyldig fra 06.09.2020 til 30.12.2021",60.8671503,11.180725,"Ingeberg","Hamar","Innlandet","none","Vestre Østland DVH","HAMAR"
"Spirehagen AS","Vanemveien 19 , 1599 MOSS","Org. nr. 997 140 524","Foredling, import og omsetning","Gyldig fra 31.03.2020 til 30.12.2021",59.4500899,10.7397312,"Moss","Moss","Viken","none","VIKEN","MOSS"
"St. Olavs Driftsservice Mat og Café","Gydas gt. 3 (AHL-senteret, forsyningskjøkkenet) , 7006 TRONDHEIM","Org. nr. -","Servering av økologisk mat og drikke","Gyldig fra 09.12.2020 til 30.12.2021",63.4192498,10.3855574,0,"Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Stadheim Aud Karin","Fimreitevegen 1643 , 6856 SOGNDAL","Org. nr. 969 830 833","Økologisk landbruksproduksjon","Gyldig fra 06.10.2020 til 30.12.2021",61.1507863,6.9600987,"Sogndal","Sogndal","Vestland","none","Vest Norge DVH","SOGNDAL"
"Stall Akervoll v/ Birger Andreassen","Øvergårdsveien 10 , 8250 ROGNAN","Org. nr. 920 167 950","Økologisk landbruksproduksjon","Gyldig fra 09.11.2020 til 30.12.2021",67.095278,15.3877832,0,0,"none","none","#N/A","#N/A"
"Stall Anvik","Helgeroveien 1012 , 3267 LARVIK","Org. nr. 920 139 655","Økologisk landbruksproduksjon","Gyldig fra 27.04.2020 til 30.12.2021",58.9861283,9.8896605,"Larvik","Larvik","Vestfold og Telemark","none","Vestre Østland DVH","LARVIK"
"Stall Sæteråsen Kulseng-Hansen","Tennvassåseveien 210 , 9402 HARSTAD","Org. nr. 997 323 904","Økologisk landbruksproduksjon","Gyldig fra 27.04.2020 til 30.12.2021",68.76824,16.3708509,"Harstad","Harstad","Troms og Finnmark","none","Nord Norge DVH","HARSTAD"
"Stall Stenerud Guro Dragsund","Mørkveien 739 , 1821 SPYDEBERG","Org. nr. 895 962 082","Foredling, import og omsetning","Gyldig fra 02.11.2020 til 30.12.2021",59.5363491,11.0026666,"Spydeberg","Indre Østfold","Viken","none","VIKEN","SPYDEBERG"
"Stange Gårdsprodukter AS","Basbergvn. 54 , 3114 TØNSBERG","Org. nr. 970 939 598","Foredling, import og omsetning","Gyldig fra 14.12.2020 til 30.12.2021",59.2877442,10.454118,"Tønsberg","Tønsberg","Vestfold og Telemark","none","Vestre Østland DVH","TØNSBERG"
"Stange potet DA","Såstadvegen 283 , 2335 STANGE","Org. nr. 918 569 502","Økologisk landbruksproduksjon","Gyldig fra 26.05.2020 til 30.12.2021",60.6928332,11.1553239,"Stange","Stange","Innlandet","none","Vestre Østland DVH","STANGE"
"Stangeland Mølle A/S","Postboks 11 , 4301 SANDNES","Org. nr. 952 971 441","Foredling, import og omsetning","Gyldig fra 03.11.2020 til 30.12.2021",58.8532585,5.7329455,0,0,"none","none","#N/A","#N/A"
"Stangeland Mølle Handel AS","Postboks 11 , 4301 SANDNES","Org. nr. 983 044 883","Foredling, import og omsetning","Gyldig fra 27.10.2020 til 30.12.2021",58.8532585,5.7329455,0,0,"none","none","#N/A","#N/A"
"Stangeland Urteprodukter","Gamle Bomansvikv. 15 , 1459 NESODDEN","Org. nr. 977 393 175","Foredling, import og omsetning","Gyldig fra 25.10.2020 til 30.12.2021",59.7912974,10.6982185,"Nesoddtangen","Nesodden","Viken","none","VIKEN","NESODDEN"
"Star Seafood AS","Øyna 41 , 6700 MÅLØY","Org. nr. 920 356 478","Økologisk akvakultur","Gyldig fra 06.02.2020 til 30.12.2021",61.9300915,5.1189829,"Måløy","Kinn","Vestland","none","Vest Norge DVH","#N/A"
"Staslin Kjøtt AS","Torggata 13 , 2317 HAMAR","Org. nr. 922 608 237","Foredling, import og omsetning","Gyldig fra 26.04.2020 til 30.12.2021",60.7926854,11.0757536,"Hamar","Hamar","Innlandet","none","Vestre Østland DVH","HAMAR"
"Statens Hus Rogaland - avd 13740 Sodexo","Lagårdsvn. 44 , 4001 STAVANGER","Org. nr. 952 507 729","Servering av økologisk mat og drikke","Gyldig fra 10.01.2021 til 30.12.2021",58.9580097,5.7403743,0,0,"Rogaland","none","Vest Norge DVH","#N/A"
"Staurheim Astrid","Uvdalsvn. 33 , 3800 BØ I TELEMARK","Org. nr. 981 089 014","Foredling, import og omsetning","Gyldig fra 15.04.2020 til 30.12.2021",59.4601654,9.0281323,0,0,"Vestfold og Telemark","none","Vestre Østland DVH","#N/A"
"Stavang Ole Jørgen","Abelværvegen 1455 , 7950 ABELVÆR","Org. nr. 969 220 342","Økologisk landbruksproduksjon","Gyldig fra 16.11.2020 til 30.12.2021",64.7472261,11.2304206,"Abelvær","Nærøysund","Trøndelag","none","Midt Norge DVH","#N/A"
"Stavanger Kaffebrenneri AS","Oddahagen 36 , 4033 STAVANGER","Org. nr. 991 368 604","Foredling, import og omsetning","Gyldig fra 07.12.2020 til 30.12.2021",58.8883789,5.7484575,"Stavanger","Stavanger","Rogaland","none","Vest Norge DVH","STAVANGER"
"Stavanger Ysteri AS","Ryfylkegt. 13 , 4014 STAVANGER","Org. nr. 915 237 177","Foredling, import og omsetning","Gyldig fra 07.12.2020 til 30.12.2021",58.9690542,5.7532125,"Stavanger","Stavanger","Rogaland","none","Vest Norge DVH","STAVANGER"
"Staven Kristin","Bøgsetvn 297 , 7750 NAMDALSEID","Org. nr. 984 195 303","Økologisk landbruksproduksjon","Gyldig fra 03.02.2020 til 30.12.2021",0.1,0.1,0,0,"none","none","#N/A","#N/A"
"Staven Magnus","Bøgsetvegen 285 , 7750 NAMDALSEID","Org. nr. 969 697 289","Økologisk landbruksproduksjon","Gyldig fra 03.02.2020 til 30.12.2021",64.2218533,11.2052827,"Namdalseid","Namsos","Trøndelag","none","Midt Norge DVH","NAMSOS"
"Stavland AS","Postboks 63 , 5445 BREMNES","Org. nr. 973 240 854","Foredling, import og omsetning","Gyldig fra 13.05.2020 til 30.12.2021",59.7686492,5.1254302,0,0,"none","none","#N/A","#N/A"
"Steenland Marianne","Strømsås Gård, Rute 601 , 2500 TYNSET","Org. nr. 969 958 074","Økologisk landbruksproduksjon","Gyldig fra 20.04.2020 til 30.12.2021",0.1,0.1,0,0,"none","none","#N/A","#N/A"
"Steffensen Fride W. og Ole Einar","Tøftumsvegen 633 , 2653 VESTRE GAUSDAL","Org. nr. 984 739 125","Økologisk landbruksproduksjon","Gyldig fra 26.04.2020 til 30.12.2021",61.1483411,10.1826928,"Vestre Gausdal","Gausdal","Innlandet","none","Vestre Østland DVH","GAUSDAL"
"Stegegjerdet Kjell Arne","Jostedalsvegen 386 , 6868 GAUPNE","Org. nr. 980 594 599","Økologisk landbruksproduksjon","Gyldig fra 22.11.2020 til 30.12.2021",61.4285689,7.249198,"Gaupne","Luster","Vestland","none","Vest Norge DVH","LUSTER"
"Steigen Reidar M.","Husanvn 40 , 2560 ALVDAL","Org. nr. 969 900 459","Økologisk landbruksproduksjon","Gyldig fra 31.03.2020 til 30.12.2021",62.0979806,10.5153854,0,"Alvdal","Innlandet","none","Vestre Østland DVH","ALVDAL"
"Steimler Olav","Ytre Reksta 123 , 6915 ROGNALDSVÅG","Org. nr. 986 491 996","Økologisk landbruksproduksjon","Gyldig fra 11.03.2020 til 30.12.2021",61.5608815,4.8117991,"Rognaldsvåg","Kinn","Vestland","none","Vest Norge DVH","#N/A"
"Steimoeggen Tor","Eggan 57 , 2560 ALVDAL","Org. nr. 969 895 986","Økologisk landbruksproduksjon","Gyldig fra 03.05.2020 til 30.12.2021",62.1302701,10.6104423,"Alvdal","Alvdal","Innlandet","none","Vestre Østland DVH","ALVDAL"
"Steinerbarnehagen på Nøtterøy","Furumovn. 2 , 3142 VESTSKOGEN","Org. nr. 988 850 454","Servering av økologisk mat og drikke","Gyldig fra 03.02.2020 til 30.12.2021",59.2429141,10.3970371,0,0,"none","none","#N/A","#N/A"
"Steinerbarnehagen Rotnissen","Arkitekt Ebbellsveg 34 , 7053 RANHEIM","Org. nr. 986 665 773","Servering av økologisk mat og drikke","Gyldig fra 25.03.2020 til 30.12.2021",63.441107,10.4864263,"Ranheim","Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Steinerskolen i Moss","Veverbakken 40 , 1536 MOSS","Org. nr. 958 087 322","Servering av økologisk mat og drikke","Gyldig fra 06.10.2020 til 30.12.2021",59.4635791,10.6971796,"Moss","Moss","Viken","none","VIKEN","MOSS"
"Steinerskolen i Stavanger","Skolevollen 19 , 4017 STAVANGER","Org. nr. 971 554 940","Økologisk landbruksproduksjon","Gyldig fra 06.10.2020 til 30.12.2021",58.9388486,5.7342068,"Stavanger","Stavanger","Rogaland","none","Vest Norge DVH","STAVANGER"
"Steinerskolen i Vestfold","Furumoveien 1 , 3142 VESTSKOGEN","Org. nr. 979 747 187","Servering av økologisk mat og drikke","Gyldig fra 19.08.2020 til 30.12.2021",59.2399294,10.3938919,"Vestskogen","Færder","Vestfold og Telemark","none","Vestre Østland DVH","FÆRDER"
"Steinerskolen på Nordstrand","Solveien 113 , 1162 OSLO","Org. nr. 977 506 832","Servering av økologisk mat og drikke","Gyldig fra 07.10.2020 til 30.12.2021",59.8618102,10.7903469,"Oslo","Oslo","Oslo","Nordstrand","Oslo DVH","OSLO"
"Steinkjer Kornsilo BA","Hamnegata 23 , 7725 STEINKJER","Org. nr. 916 232 454","Foredling, import og omsetning","Gyldig fra 18.02.2020 til 30.12.2021",64.01456,11.4870968,"Steinkjer","Steinkjer","Trøndelag","none","Midt Norge DVH","STEINKJER"
"Steinsland Kristen","Homme 10 , 4715 ØVREBØ","Org. nr. 969 416 468","Økologisk landbruksproduksjon","Gyldig fra 18.02.2020 til 30.12.2021",58.2754253,7.822316,"Øvrebø","Vennesla","Agder","none","Vest Norge DVH","VENNESLA"
"Steinvik Gård Snorre Wigdahl","Steinvikvn 79 , 7165 OKSVOLL","Org. nr. 981 908 759","Økologisk landbruksproduksjon","Gyldig fra 08.09.2020 til 30.12.2021",63.8137123,9.6701495,0,0,"none","none","#N/A","#N/A"
"Steinvikaune Randi og Per Robert","Rykkjasvegen 85 , 7510 SKATVAL","Org. nr. 892 138 192","Økologisk landbruksproduksjon","Gyldig fra 23.09.2020 til 30.12.2021",63.5137338,10.8005969,"Skatval","Stjørdal","Trøndelag","none","Midt Norge DVH","STJØRDAL"
"Stella Polaris AS","Kårvikveien 306 , 9300 FINNSNES","Org. nr. 920 044 735","Bærekraftig fiske og fangst","Gyldig fra 07.12.2020 til 30.12.2021",69.3977963,18.1564185,"Finnsnes","Senja","Troms og Finnmark","none","Nord Norge DVH","#N/A"
"Stemsverk Dag","Nedre Bergasidevegen 481 , 3550 GOL","Org. nr. 956 280 710","Økologisk landbruksproduksjon","Gyldig fra 24.05.2020 til 30.12.2021",60.7493425,8.8749619,"Gol","Gol","Viken","none","VIKEN","GOL"
"Stenbaks AS","Tingnesøddin 6 , 2900 FAGERNES","Org. nr. 994 510 975","Foredling, import og omsetning","Gyldig fra 07.12.2020 til 30.12.2021",60.9812164,9.2582121,"Fagernes","Nord-Aurdal","Innlandet","none","Vestre Østland DVH","NORD-AURDAL"
"Stenberg & Blom AS","Karenslyst allé 10 , 0278 OSLO","Org. nr. 984 601 565","Foredling, import og omsetning","Gyldig fra 06.09.2020 til 30.12.2021",59.9191076,10.6849703,"Oslo","Oslo","Oslo","Ullern","Oslo DVH","OSLO"
"Stend jordbruksskule","Fanavn. 249 , 5244 FANA","Org. nr. 974 739 453","Foredling, import og omsetning","Gyldig fra 27.08.2020 til 30.12.2021",60.2723494,5.3304782,"Fana","Bergen","Vestland","Fana","Vest Norge DVH","BERGEN"
"Stene Erik","Jerpstadvn. 7 , 7335 JERPSTAD","Org. nr. 969 301 016","Økologisk landbruksproduksjon","Gyldig fra 17.09.2020 til 30.12.2021",62.976971,9.780674,0,0,"none","none","#N/A","#N/A"
"Stenerød Gård","Trøskenveien 76 , 1708 SARPSBORG","Org. nr. 000 000 000","Økologisk landbruksproduksjon","Gyldig fra 10.11.2020 til 30.12.2021",59.3034786,11.0794321,"Sarpsborg","Sarpsborg","Viken","none","VIKEN","SARPSBORG"
"Stenersen John Ragnar","Langesøya 3 , 3027 DRAMMEN","Org. nr. 918 735 747","Foredling, import og omsetning","Gyldig fra 07.10.2020 til 30.12.2021",59.7494794,10.1183656,"Drammen","Drammen","Viken","none","VIKEN","DRAMMEN"
"Stenrød Jens Martin","Skjelinveien 19 , 1659 TORP","Org. nr. 986 790 691","Økologisk landbruksproduksjon","Gyldig fra 31.08.2020 til 30.12.2021",59.2436912,11.099641,"Torp","Fredrikstad","Viken","none","VIKEN","FREDRIKSTAD"
"Stensby Jan Erik","Svartputtvegen 410 , 2372 BRØTTUM","Org. nr. 989 239 902","Økologisk landbruksproduksjon","Gyldig fra 08.11.2020 til 30.12.2021",61.0202023,10.6486296,"Brøttum","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Stiftelsen Alm Østre","Almsgutua 57, Alm Østre , 2335 STANGE","Org. nr. 993 099 074","Foredling, import og omsetning","Gyldig fra 25.08.2020 til 30.12.2021",60.704944,11.141961,"Stange","Stange","Innlandet","none","Vestre Østland DVH","STANGE"
"Stiftelsen Barnas Have","Løkkeåsveien 20 , 3138 SKALLESTAD","Org. nr. 976 685 318","Servering av økologisk mat og drikke","Gyldig fra 25.03.2020 til 30.12.2021",59.2071057,10.4456585,"Skallestad","Færder","Vestfold og Telemark","none","Vestre Østland DVH","FÆRDER"
"Stiftelsen Geitmyra matkultursenter for barn","Tåsenveien 2 , 0462 OSLO","Org. nr. 996 009 041","Økologisk landbruksproduksjon","Gyldig fra 25.03.2020 til 30.12.2021",59.9371983,10.7443151,"Oslo","Oslo","Oslo","Ullevål","Oslo DVH","OSLO"
"Stiftelsen Grobunn","Frenningvegen 102 , 2344 ILSENG","Org. nr. 971 649 828","Foredling, import og omsetning","Gyldig fra 25.10.2020 til 30.12.2021",60.7572278,11.2302279,"Ilseng","Stange","Innlandet","none","Vestre Østland DVH","STANGE"
"Stiftelsen Lindesnes fyrmuseum","Lindesnesvn. 1139 , 4521 LINDESNES","Org. nr. 875 460 072","Foredling, import og omsetning","Gyldig fra 16.07.2020 til 30.12.2021",57.991115,7.051419,0,0,"none","none","#N/A","#N/A"
"Stiftelsen Matmerk","Postboks 1344 Vika , 0113 OSLO","Org. nr. 990 675 627","Servering av økologisk mat og drikke","Gyldig fra 11.10.2020 til 30.12.2021",59.9138688,10.7522454,0,0,"none","none","#N/A","#N/A"
"Stiftelsen Seter gård","Sætherveien 237 , 1866 BÅSTAD","Org. nr. 915 863 930","Økologisk landbruksproduksjon","Gyldig fra 03.02.2020 til 30.12.2021",59.7572435,11.2576196,"Båstad","Indre Østfold","Viken","none","VIKEN","#N/A"
"Stiftelsen Solliakollektivet avd. Trogstad","Totenvegen 1249 , 2848 SKREIA","Org. nr. 985 265 089","Økologisk landbruksproduksjon","Gyldig fra 12.10.2020 til 30.12.2021",60.644957,11.0161261,"Skreia","Østre Toten","Innlandet","none","Vestre Østland DVH","ØSTRE TOTEN"
"Stiftelsen Solliakollektivet, avd Reinsvoll","Sollivegen 403 , 2840 REINSVOLL","Org. nr. 973 447 343","Økologisk landbruksproduksjon","Gyldig fra 27.09.2020 til 30.12.2021",60.6609188,10.4719805,"Reinsvoll","Søndre Land","Innlandet","none","Vestre Østland DVH","SØNDRE LAND"
"Stiftelsen Steinerbarnehagen i Moss","Veverbakken 42 , 1506 MOSS","Org. nr. 993 140 244","Servering av økologisk mat og drikke","Gyldig fra 20.10.2020 til 30.12.2021",59.4644186,10.6975496,"Moss","Moss","Viken","none","VIKEN","MOSS"
"Stiftelsen Ullandhaug Økologiske Gård","Ullandhaugvn. 150 , 4021 STAVANGER","Org. nr. 980 049 515","Økologisk landbruksproduksjon","Gyldig fra 28.06.2020 til 30.12.2021",58.942155,5.700326,"Stavanger","Stavanger","Rogaland","none","Vest Norge DVH","STAVANGER"
"Stiftelsen Virksomheten Helgeseter","Øvre Sædalsvegen 257 , 5096 BERGEN","Org. nr. 971 427 248","Økologisk landbruksproduksjon","Gyldig fra 09.11.2020 til 30.12.2021",60.3500095,5.3816268,"Bergen","Bergen","Vestland","Fana","Vest Norge DVH","BERGEN"
"Stiftinga Sogndal Folkehøgskule","Helgheimsvegen 9 , 6856 SOGNDAL","Org. nr. 995 550 105","Servering av økologisk mat og drikke","Gyldig fra 29.11.2020 til 30.12.2021",61.2320899,7.1178183,"Sogndal","Sogndal","Vestland","none","Vest Norge DVH","SOGNDAL"
"Stigen Gard&Turer","Gyrjevegen 29 , 6896 FRESVIK","Org. nr. 969 836 963","Økologisk landbruksproduksjon","Gyldig fra 06.10.2020 til 30.12.2021",61.0748011,6.9351222,"Fresvik","Vik","Vestland","none","Vest Norge DVH","VIK"
"Stigen Strehlau Jan Marek","Øverbygdsvegen 241 , 2630 RINGEBU","Org. nr. 912 694 240","Økologisk landbruksproduksjon","Gyldig fra 12.12.2020 til 30.12.2021",61.5562685,10.1000534,"Ringebu","Ringebu","Innlandet","none","Vestre Østland DVH","RINGEBU"
"Stikbakke nordre, Johannes Stikbakke","Smågardsvegen 230 , 2846 BØVERBRU","Org. nr. 895 554 952","Økologisk landbruksproduksjon","Gyldig fra 26.10.2020 til 30.12.2021",60.6423607,10.6882492,"Bøverbru","Vestre Toten","Innlandet","none","Vestre Østland DVH","VESTRE TOTEN"
"Støbet Gunleik","Uvdalsvegen 2935, Nørsteby , 3632 UVDAL","Org. nr. 969 924 714","Økologisk landbruksproduksjon","Gyldig fra 25.11.2020 til 30.12.2021",60.3196383,8.492306,"Uvdal","Nore og Uvdal","Viken","none","VIKEN","NORE OG UVDAL"
"Stockfleth AS","Schweigaardsgate 34a , 0191 OSLO","Org. nr. 916 280 572","Foredling, import og omsetning","Gyldig fra 25.11.2020 til 30.12.2021",59.9099509,10.764585,"Oslo","Oslo","Oslo","Gamle Oslo","Oslo DVH","OSLO"
"Stokke Bjørn Håvard","Engaveien 9 , 3425 REISTAD","Org. nr. 914 465 125","Økologisk landbruksproduksjon","Gyldig fra 22.11.2020 til 30.12.2021",59.778935,10.2699043,"Reistad","Lier","Viken","none","VIKEN","LIER"
"Stokke Nedre, Marit Helen Øwre Klomstad","Stokkevegen 139 , 2825 GJØVIK","Org. nr. 921 806 493","Økologisk landbruksproduksjon","Gyldig fra 17.08.2020 til 30.12.2021",60.8862756,10.6766971,"Gjøvik","Gjøvik","Innlandet","none","Vestre Østland DVH","GJØVIK"
"Stokke Stian","Røddevegen 230 , 7224 MELHUS","Org. nr. 991 157 190","Økologisk landbruksproduksjon","Gyldig fra 03.05.2020 til 30.12.2021",63.3157244,10.338469,"Melhus","Melhus","Trøndelag","none","Midt Norge DVH","MELHUS"
